Date,Fentanyl,LSD,Codeine,Morphine,MDMA,Methamphetamine,Xylazine,Oxymorphone,Gabapentin,Kratom,Ketamine,Tramadol,Oxycodone,Hydrocodone,Diphenhydramine
2021-02-03 23:24:34.457313,40,155,322,250,89,28,157,65,43,215,117,189,248,202,194
2021-02-04 23:24:34.457313,30,146,314,288,176,45,143,83,106,199,125,184,254,242,194
2021-02-05 23:24:34.457313,54,172,340,288,100,102,112,66,61,212,88,153,234,194,194
2021-02-06 23:24:34.457313,43,145,355,283,135,84,119,94,91,229,101,160,243,229,186
2021-02-07 23:24:34.457313,9,136,299,279,154,55,127,61,66,229,90,150,299,210,212
2021-02-08 23:24:34.457313,60,153,325,256,172,68,139,85,72,221,97,136,292,206,208
2021-02-09 23:24:34.457313,83,140,297,296,146,69,125,66,102,217,84,177,271,230,206
2021-02-10 23:24:34.457313,59,106,293,263,109,72,125,59,72,243,111,142,257,233,186
2021-02-11 23:24:34.457313,73,152,325,263,158,72,110,61,61,260,88,149,244,219,160
2021-02-12 23:24:34.457313,72,154,338,260,141,56,147,77,94,225,68,141,281,193,194
2021-02-13 23:24:34.457313,57,164,305,263,113,89,147,83,90,201,91,170,262,190,209
2021-02-14 23:24:34.457313,74,131,317,242,129,68,113,61,64,220,52,127,287,205,215
2021-02-15 23:24:34.457313,66,164,344,270,140,30,112,28,45,222,96,163,255,221,193
2021-02-16 23:24:34.457313,29,150,307,267,115,32,96,76,84,219,84,139,302,241,202
2021-02-17 23:24:34.457313,75,136,306,259,174,45,159,57,80,212,71,167,282,234,217
2021-02-18 23:24:34.457313,37,129,307,238,131,80,137,75,88,203,68,151,253,210,210
2021-02-19 23:24:34.457313,41,149,311,243,162,76,135,66,77,181,96,153,288,166,188
2021-02-20 23:24:34.457313,92,138,315,268,126,49,152,52,68,222,116,154,277,195,176
2021-02-21 23:24:34.457313,40,135,336,269,145,65,158,30,73,209,75,139,279,227,211
2021-02-22 23:24:34.457313,45,175,312,277,139,95,148,97,105,237,101,164,244,237,228
2021-02-23 23:24:34.457313,26,174,289,231,119,100,108,78,71,225,70,155,266,237,201
2021-02-24 23:24:34.457313,39,124,285,241,120,48,116,62,77,219,116,194,280,226,213
2021-02-25 23:24:34.457313,56,128,294,265,136,38,195,72,52,208,63,179,299,239,219
2021-02-26 23:24:34.457313,37,185,318,307,138,80,149,50,100,214,86,180,258,238,219
2021-02-27 23:24:34.457313,78,141,325,273,151,29,114,81,80,238,119,170,263,213,194
2021-02-28 23:24:34.457313,54,126,292,243,118,33,107,68,83,209,89,173,271,213,185
2021-03-01 23:24:34.457313,48,132,321,281,114,47,140,50,76,181,84,214,281,203,205
2021-03-02 23:24:34.457313,77,149,331,274,138,47,97,77,84,220,108,138,260,199,199
2021-03-03 23:24:34.457313,52,121,283,302,164,55,129,27,94,224,97,132,268,163,222
2021-03-04 23:24:34.457313,73,148,320,270,155,61,124,28,47,211,96,157,229,179,173
2021-03-05 23:24:34.457313,51,131,361,248,101,80,140,56,49,224,121,168,243,209,184
2021-03-06 23:24:34.457313,60,152,308,259,131,57,117,61,96,209,76,158,259,186,185
2021-03-07 23:24:34.457313,17,154,315,216,117,46,141,56,67,182,101,142,268,238,131
2021-03-08 23:24:34.457313,33,120,310,290,117,27,116,67,83,194,94,138,274,220,199
2021-03-09 23:24:34.457313,24,136,291,281,103,45,95,44,24,200,101,158,305,219,214
2021-03-10 23:24:34.457313,64,158,312,265,110,32,98,36,70,225,95,138,287,217,169
2021-03-11 23:24:34.457313,87,158,307,263,148,34,116,37,74,234,71,125,313,238,170
2021-03-12 23:24:34.457313,57,157,321,250,125,48,152,58,73,250,84,148,288,213,163
2021-03-13 23:24:34.457313,33,129,304,276,116,63,112,40,59,231,75,174,237,215,160
2021-03-14 23:24:34.457313,21,115,302,262,113,87,119,25,31,223,97,165,243,202,174
2021-03-15 23:24:34.457313,27,91,283,271,142,25,91,17,40,234,90,141,284,196,182
2021-03-16 23:24:34.457313,44,153,324,253,171,73,103,0,59,205,75,155,290,207,215
2021-03-17 23:24:34.457313,44,115,300,290,121,66,123,65,107,220,87,164,234,190,190
2021-03-18 23:24:34.457313,0,157,314,291,105,29,122,59,49,194,86,138,262,218,205
2021-03-19 23:24:34.457313,20,147,303,280,125,19,107,82,86,213,117,163,268,214,169
2021-03-20 23:24:34.457313,75,111,310,259,124,60,92,63,82,161,68,143,272,239,197
2021-03-21 23:24:34.457313,47,140,334,263,144,56,88,48,115,233,63,143,265,222,173
2021-03-22 23:24:34.457313,0,124,317,268,146,28,110,44,78,220,107,138,281,173,206
2021-03-23 23:24:34.457313,62,116,330,262,116,34,115,66,54,234,73,171,286,230,163
2021-03-24 23:24:34.457313,54,136,271,289,120,17,108,34,84,222,82,186,254,224,182
2021-03-25 23:24:34.457313,3,178,322,250,151,36,168,38,58,200,97,155,284,235,191
2021-03-26 23:24:34.457313,44,169,342,298,147,44,150,74,102,184,101,125,277,214,184
2021-03-27 23:24:34.457313,45,151,317,242,117,35,96,68,69,202,89,154,283,213,161
2021-03-28 23:24:34.457313,40,121,296,259,124,27,122,0,79,234,106,133,271,210,180
2021-03-29 23:24:34.457313,26,132,297,259,85,43,96,34,78,221,83,142,274,164,174
2021-03-30 23:24:34.457313,24,149,297,239,115,43,122,52,51,226,55,124,253,219,191
2021-03-31 23:24:34.457313,52,148,305,280,132,60,128,51,55,194,111,152,285,213,196
2021-04-01 23:24:34.457313,38,107,319,270,124,24,119,55,56,194,78,150,257,186,186
2021-04-02 23:24:34.457313,11,103,319,282,112,0,158,40,80,189,80,117,280,202,186
2021-04-03 23:24:34.457313,37,129,289,264,115,37,116,37,72,170,92,123,285,204,200
2021-04-04 23:24:34.457313,64,131,268,284,93,50,81,34,48,196,78,152,268,187,177
2021-04-05 23:24:34.457313,84,121,268,306,111,0,100,54,72,253,74,107,263,226,164
2021-04-06 23:24:34.457313,60,129,310,221,133,43,127,40,48,221,60,113,243,216,182
2021-04-07 23:24:34.457313,43,119,304,262,113,53,127,29,92,157,62,142,241,235,202
2021-04-08 23:24:34.457313,24,99,303,256,111,31,89,55,85,210,83,148,223,219,172
2021-04-09 23:24:34.457313,12,121,305,244,83,19,102,49,57,215,67,138,279,216,177
2021-04-10 23:24:34.457313,46,121,299,249,115,37,132,43,82,220,90,138,284,202,179
2021-04-11 23:24:34.457313,33,88,261,247,117,23,75,16,43,216,109,139,253,203,168
2021-04-12 23:24:34.457313,33,87,286,245,121,27,82,25,30,199,79,122,247,229,167
2021-04-13 23:24:34.457313,22,117,280,263,122,0,119,33,50,207,106,144,262,207,143
2021-04-14 23:24:34.457313,37,113,286,259,69,37,150,26,80,182,77,144,266,208,163
2021-04-15 23:24:34.457313,29,70,261,280,100,50,76,15,26,198,95,173,267,229,208
2021-04-16 23:24:34.457313,46,100,277,282,130,41,93,0,44,221,89,117,266,198,180
2021-04-17 23:24:34.457313,56,111,264,238,91,43,81,58,38,193,101,124,226,190,141
2021-04-18 23:24:34.457313,43,95,288,248,87,7,87,58,60,168,64,132,251,240,112
2021-04-19 23:24:34.457313,31,125,296,249,77,2,87,11,89,192,89,133,267,232,149
2021-04-20 23:24:34.457313,6,84,272,271,103,8,107,9,47,184,59,125,255,223,170
2021-04-21 23:24:34.457313,55,103,306,247,75,3,113,49,59,200,92,128,224,202,190
2021-04-22 23:24:34.457313,38,106,259,300,130,29,82,1,28,207,84,153,242,196,159
2021-04-23 23:24:34.457313,15,124,299,241,110,0,100,0,37,183,62,136,237,169,157
2021-04-24 23:24:34.457313,42,132,278,232,102,8,111,1,32,199,57,123,240,223,161
2021-04-25 23:24:34.457313,26,115,275,299,121,48,63,56,41,183,29,168,235,184,148
2021-04-26 23:24:34.457313,15,114,277,211,92,0,119,7,22,197,55,147,254,181,121
2021-04-27 23:24:34.457313,34,107,285,243,74,31,101,35,44,209,53,104,242,235,157
2021-04-28 23:24:34.457313,2,86,293,261,54,33,113,0,55,215,55,124,209,203,131
2021-04-29 23:24:34.457313,21,133,277,241,91,30,71,17,78,155,98,141,249,182,107
2021-04-30 23:24:34.457313,50,107,278,259,94,31,91,0,67,230,122,92,230,225,138
2021-05-01 23:24:34.457313,0,123,272,273,72,48,32,22,50,182,73,126,263,179,172
2021-05-02 23:24:34.457313,0,77,293,287,78,0,74,37,40,216,77,118,297,225,152
2021-05-03 23:24:34.457313,19,98,313,254,88,0,89,14,67,154,64,115,236,191,165
2021-05-04 23:24:34.457313,22,71,236,262,71,0,71,53,34,194,80,159,243,195,158
2021-05-05 23:24:34.457313,27,86,303,227,98,36,128,39,47,189,52,122,266,211,175
2021-05-06 23:24:34.457313,18,100,259,259,112,3,89,53,31,191,42,129,244,205,116
2021-05-07 23:24:34.457313,55,96,264,223,123,37,102,18,13,180,48,125,263,203,169
2021-05-08 23:24:34.457313,0,107,266,260,72,5,56,37,63,171,63,102,275,186,146
2021-05-09 23:24:34.457313,12,64,262,220,67,57,56,0,76,193,76,129,272,207,164
2021-05-10 23:24:34.457313,0,113,252,224,83,15,85,22,50,219,46,129,261,237,161
2021-05-11 23:24:34.457313,13,66,222,222,64,31,81,28,34,189,60,90,234,139,160
2021-05-12 23:24:34.457313,19,81,273,238,110,32,76,19,77,173,83,116,264,185,151
2021-05-13 23:24:34.457313,2,77,246,238,85,20,91,28,76,188,74,102,231,191,133
2021-05-14 23:24:34.457313,1,75,233,259,70,20,97,18,59,201,48,115,251,183,171
2021-05-15 23:24:34.457313,42,87,276,264,133,11,108,0,46,195,59,137,256,221,162
2021-05-16 23:24:34.457313,14,128,252,227,129,0,50,23,59,200,38,124,244,186,170
2021-05-17 23:24:34.457313,18,70,308,256,65,13,76,7,102,214,68,94,221,219,114
2021-05-18 23:24:34.457313,0,95,276,235,86,20,73,9,49,192,66,134,273,225,126
2021-05-19 23:24:34.457313,5,70,267,243,74,4,94,6,67,175,74,128,231,194,137
2021-05-20 23:24:34.457313,3,89,276,265,57,47,104,0,60,198,93,87,194,219,154
2021-05-21 23:24:34.457313,37,104,240,243,55,34,49,0,36,206,50,128,237,205,111
2021-05-22 23:24:34.457313,0,61,238,237,102,22,48,17,61,195,82,123,235,173,180
2021-05-23 23:24:34.457313,24,113,257,272,98,7,60,23,35,170,67,91,273,223,191
2021-05-24 23:24:34.457313,41,110,206,231,55,37,73,0,59,184,36,137,265,186,137
2021-05-25 23:24:34.457313,4,82,249,267,92,1,77,0,62,172,85,126,241,195,99
2021-05-26 23:24:34.457313,15,62,280,249,72,11,83,0,53,208,58,119,271,189,129
2021-05-27 23:24:34.457313,17,85,215,241,103,55,40,24,36,176,99,124,245,195,152
2021-05-28 23:24:34.457313,0,70,250,238,102,19,90,18,41,176,59,123,215,177,148
2021-05-29 23:24:34.457313,0,92,264,258,102,26,90,55,93,167,52,118,282,192,160
2021-05-30 23:24:34.457313,18,93,275,245,119,35,89,0,76,209,79,100,246,189,155
2021-05-31 23:24:34.457313,29,86,255,248,91,0,61,14,56,206,58,132,256,201,127
2021-06-01 23:24:34.457313,8,40,231,209,72,15,101,6,29,167,80,100,271,183,146
2021-06-02 23:24:34.457313,34,98,279,246,71,11,102,19,33,194,66,108,233,182,142
2021-06-03 23:24:34.457313,42,92,279,234,43,5,70,0,47,197,52,123,252,190,124
2021-06-04 23:24:34.457313,15,111,279,245,71,0,56,0,13,199,89,121,239,203,147
2021-06-05 23:24:34.457313,39,63,233,228,70,0,112,27,54,184,48,126,258,203,145
2021-06-06 23:24:34.457313,0,81,281,253,113,40,76,11,27,192,89,126,222,200,159
2021-06-07 23:24:34.457313,0,81,241,244,90,32,115,20,52,170,91,136,238,182,156
2021-06-08 23:24:34.457313,23,71,258,258,110,3,72,21,23,186,95,146,244,205,128
2021-06-09 23:24:34.457313,10,42,254,237,70,16,51,11,70,163,91,112,249,198,148
2021-06-10 23:24:34.457313,13,76,254,235,43,9,52,0,77,148,60,133,229,201,142
2021-06-11 23:24:34.457313,8,71,309,263,89,0,51,12,18,202,53,132,207,215,173
2021-06-12 23:24:34.457313,11,59,252,249,81,8,13,0,58,162,80,121,224,226,151
2021-06-13 23:24:34.457313,12,98,260,239,80,0,61,9,69,175,80,149,245,216,152
2021-06-14 23:24:34.457313,12,86,292,218,59,0,83,0,20,199,80,66,248,195,141
2021-06-15 23:24:34.457313,0,76,262,244,102,0,57,31,100,231,63,105,235,228,106
2021-06-16 23:24:34.457313,0,71,249,248,112,0,62,41,64,212,79,130,235,185,152
2021-06-17 23:24:34.457313,16,89,241,291,122,7,77,0,24,153,63,138,241,195,131
2021-06-18 23:24:34.457313,27,49,280,199,90,22,83,12,40,150,50,105,279,208,152
2021-06-19 23:24:34.457313,33,110,272,251,122,0,31,29,17,203,90,113,269,212,166
2021-06-20 23:24:34.457313,0,92,223,234,70,26,69,5,33,166,59,129,236,202,147
2021-06-21 23:24:34.457313,19,95,266,244,111,16,70,15,55,129,68,116,241,209,157
2021-06-22 23:24:34.457313,27,90,256,281,95,9,82,29,15,174,65,116,234,191,106
2021-06-23 23:24:34.457313,12,102,252,211,101,0,46,36,73,189,73,137,303,213,163
2021-06-24 23:24:34.457313,5,73,310,240,54,29,56,0,68,196,55,146,245,182,162
2021-06-25 23:24:34.457313,10,109,247,273,42,29,85,5,38,165,85,137,249,198,150
2021-06-26 23:24:34.457313,5,70,256,247,87,0,60,20,21,164,91,148,223,183,152
2021-06-27 23:24:34.457313,29,91,225,201,78,0,73,14,49,181,44,108,249,210,129
2021-06-28 23:24:34.457313,0,93,272,244,61,19,72,0,53,169,65,123,201,160,120
2021-06-29 23:24:34.457313,0,88,246,299,55,52,93,16,44,187,44,109,251,169,123
2021-06-30 23:24:34.457313,4,134,257,233,73,10,76,14,53,209,94,95,201,198,142
2021-07-01 23:24:34.457313,5,83,247,223,98,31,80,43,63,206,102,144,248,183,150
2021-07-02 23:24:34.457313,4,87,250,254,135,12,77,23,46,186,65,111,250,188,142
2021-07-03 23:24:34.457313,0,92,241,262,82,32,91,32,65,218,68,136,233,202,139
2021-07-04 23:24:34.457313,0,101,243,236,80,24,45,60,63,183,91,118,246,154,117
2021-07-05 23:24:34.457313,7,73,289,266,60,39,98,43,34,188,74,142,250,210,172
2021-07-06 23:24:34.457313,27,94,270,204,97,8,58,61,66,209,85,104,254,220,153
2021-07-07 23:24:34.457313,24,112,264,275,69,51,42,16,31,203,57,140,268,183,162
2021-07-08 23:24:34.457313,12,119,258,251,73,32,108,0,45,194,73,82,246,206,137
2021-07-09 23:24:34.457313,2,86,238,298,93,8,89,0,32,211,90,108,264,190,121
2021-07-10 23:24:34.457313,0,94,268,252,102,29,63,19,49,189,62,123,239,203,132
2021-07-11 23:24:34.457313,1,79,249,211,111,10,86,0,64,183,81,107,221,196,164
2021-07-12 23:24:34.457313,29,104,249,248,83,12,77,0,69,164,76,112,246,199,149
2021-07-13 23:24:34.457313,1,86,327,214,111,19,97,0,76,200,109,151,249,216,173
2021-07-14 23:24:34.457313,0,103,290,247,96,26,93,36,64,223,78,124,227,236,146
2021-07-15 23:24:34.457313,10,88,305,235,78,25,85,13,65,198,65,171,215,170,165
2021-07-16 23:24:34.457313,49,82,268,260,111,11,85,26,65,217,90,136,289,189,174
2021-07-17 23:24:34.457313,4,90,270,288,94,56,119,4,67,199,80,112,260,213,165
2021-07-18 23:24:34.457313,49,115,229,236,115,33,86,19,52,202,74,97,264,192,201
2021-07-19 23:24:34.457313,7,91,297,251,100,0,99,11,72,219,64,119,243,240,184
2021-07-20 23:24:34.457313,21,85,289,205,71,0,101,7,45,177,51,134,285,227,166
2021-07-21 23:24:34.457313,11,113,268,248,79,50,141,26,59,176,95,131,230,192,156
2021-07-22 23:24:34.457313,17,53,291,261,114,63,31,35,64,161,39,107,207,212,169
2021-07-23 23:24:34.457313,35,102,268,259,76,14,66,33,48,230,66,152,241,180,146
2021-07-24 23:24:34.457313,45,83,289,266,97,31,79,4,95,203,82,118,233,197,153
2021-07-25 23:24:34.457313,37,138,300,213,102,26,95,21,37,209,61,143,241,185,157
2021-07-26 23:24:34.457313,71,104,267,269,132,15,90,68,71,210,43,121,240,213,176
2021-07-27 23:24:34.457313,42,103,291,240,75,15,96,10,92,214,86,130,226,202,189
2021-07-28 23:24:34.457313,0,158,258,213,87,2,82,0,16,170,82,90,240,208,139
2021-07-29 23:24:34.457313,11,85,267,242,127,0,123,43,77,221,89,150,222,193,143
2021-07-30 23:24:34.457313,15,114,282,262,72,29,105,93,37,196,64,158,244,197,187
2021-07-31 23:24:34.457313,25,124,278,281,119,35,101,31,51,224,104,98,230,229,159
2021-08-01 23:24:34.457313,24,163,279,226,118,50,72,64,41,211,105,136,289,205,170
2021-08-02 23:24:34.457313,1,127,301,272,151,0,109,33,46,200,81,118,263,218,152
2021-08-03 23:24:34.457313,17,83,294,267,92,0,98,32,44,195,87,176,245,183,145
2021-08-04 23:24:34.457313,23,110,280,238,102,60,71,57,50,195,78,149,269,225,217
2021-08-05 23:24:34.457313,19,110,254,243,136,78,111,33,52,207,47,144,270,200,133
2021-08-06 23:24:34.457313,49,150,273,266,121,16,95,22,94,189,77,125,247,200,207
2021-08-07 23:24:34.457313,42,130,316,266,102,33,83,72,78,209,61,128,248,214,187
2021-08-08 23:24:34.457313,43,123,321,301,106,21,98,28,34,208,103,130,268,228,142
2021-08-09 23:24:34.457313,21,143,299,255,116,30,97,27,64,200,65,132,259,219,141
2021-08-10 23:24:34.457313,39,93,303,223,88,2,115,60,55,198,56,141,270,195,195
2021-08-11 23:24:34.457313,26,134,306,271,122,75,87,45,73,203,100,125,272,212,169
2021-08-12 23:24:34.457313,21,113,313,248,109,61,96,69,88,217,89,153,239,243,217
2021-08-13 23:24:34.457313,87,114,284,243,109,60,83,63,32,178,56,160,248,205,158
2021-08-14 23:24:34.457313,0,171,286,249,104,29,118,22,56,158,89,155,284,242,172
2021-08-15 23:24:34.457313,26,109,290,259,121,52,72,33,63,218,99,150,274,195,189
2021-08-16 23:24:34.457313,67,120,263,248,94,40,113,64,28,204,94,151,275,200,144
2021-08-17 23:24:34.457313,15,138,289,279,102,36,116,13,57,222,73,156,234,206,213
2021-08-18 23:24:34.457313,2,148,298,265,127,46,145,68,57,183,113,165,232,229,214
2021-08-19 23:24:34.457313,23,142,316,259,107,46,106,86,84,202,97,135,276,227,148
2021-08-20 23:24:34.457313,48,91,294,269,96,16,120,43,66,231,91,140,269,235,205
2021-08-21 23:24:34.457313,42,117,293,295,124,29,91,65,27,233,113,151,283,231,156
2021-08-22 23:24:34.457313,22,150,294,277,146,58,85,17,74,207,37,141,240,203,186
2021-08-23 23:24:34.457313,41,145,304,254,110,28,131,71,56,206,84,155,239,217,189
2021-08-24 23:24:34.457313,56,117,294,272,141,42,129,50,89,206,91,136,271,197,159
2021-08-25 23:24:34.457313,61,106,303,273,102,34,135,52,110,220,63,144,260,215,172
2021-08-26 23:24:34.457313,20,131,240,272,116,43,99,70,57,201,81,162,283,262,164
2021-08-27 23:24:34.457313,51,118,285,263,111,50,122,45,77,183,68,177,231,226,182
2021-08-28 23:24:34.457313,37,126,315,281,105,25,114,92,63,231,113,143,266,200,160
2021-08-29 23:24:34.457313,78,130,278,262,146,55,119,52,70,229,67,174,243,217,198
2021-08-30 23:24:34.457313,61,103,297,263,122,34,115,48,40,214,68,148,299,209,222
2021-08-31 23:24:34.457313,48,107,303,250,104,54,111,13,56,173,100,177,274,222,176
2021-09-01 23:24:34.457313,34,157,290,251,140,20,102,61,58,222,107,147,275,225,183
2021-09-02 23:24:34.457313,36,115,315,263,109,79,129,79,29,179,111,147,247,247,188
2021-09-03 23:24:34.457313,51,105,322,262,101,92,109,86,81,228,65,116,284,226,190
2021-09-04 23:24:34.457313,22,120,298,249,115,66,106,49,76,194,104,159,289,211,179
2021-09-05 23:24:34.457313,25,115,315,276,133,26,115,71,67,214,82,185,290,233,181
2021-09-06 23:24:34.457313,45,132,307,299,146,48,146,36,82,232,98,169,274,195,183
2021-09-07 23:24:34.457313,49,169,301,247,132,35,116,42,84,217,90,172,260,208,220
2021-09-08 23:24:34.457313,55,117,340,291,82,57,124,39,73,203,77,158,232,247,182
2021-09-09 23:24:34.457313,19,115,311,249,117,56,128,68,91,248,96,128,261,214,174
2021-09-10 23:24:34.457313,25,162,292,310,125,76,128,55,75,217,96,153,226,182,168
2021-09-11 23:24:34.457313,40,145,306,242,134,55,115,66,124,170,98,155,282,209,175
2021-09-12 23:24:34.457313,45,129,315,324,100,68,186,46,87,228,69,205,260,213,199
2021-09-13 23:24:34.457313,56,147,321,297,145,57,137,71,79,249,110,125,273,210,184
2021-09-14 23:24:34.457313,37,126,266,294,111,76,105,68,91,218,87,152,258,255,275
2021-09-15 23:24:34.457313,78,164,316,271,136,39,124,62,92,223,74,133,280,192,193
2021-09-16 23:24:34.457313,34,161,283,280,156,48,152,53,89,187,127,142,282,235,174
2021-09-17 23:24:34.457313,80,170,304,271,144,39,135,87,59,252,83,154,299,209,225
2021-09-18 23:24:34.457313,42,111,351,297,173,59,155,21,90,198,78,139,305,266,220
2021-09-19 23:24:34.457313,73,103,304,266,118,52,160,68,119,220,102,156,267,202,165
2021-09-20 23:24:34.457313,63,155,301,299,133,65,129,55,63,219,118,134,308,211,172
2021-09-21 23:24:34.457313,23,153,326,275,140,37,99,49,60,230,135,176,302,190,233
2021-09-22 23:24:34.457313,63,145,330,288,150,0,140,32,106,232,114,163,262,215,210
2021-09-23 23:24:34.457313,67,160,298,263,147,60,145,97,81,220,41,192,277,257,170
2021-09-24 23:24:34.457313,84,152,322,263,126,49,126,53,52,222,87,169,274,168,171
2021-09-25 23:24:34.457313,59,160,312,196,151,92,138,62,55,223,73,140,270,213,216
2021-09-26 23:24:34.457313,53,153,316,277,109,20,104,49,44,222,86,161,294,224,201
2021-09-27 23:24:34.457313,15,134,321,273,126,75,132,58,51,207,107,147,265,200,199
2021-09-28 23:24:34.457313,35,126,304,232,136,64,141,79,48,237,65,160,253,193,213
2021-09-29 23:24:34.457313,43,160,308,239,140,61,134,76,77,249,94,155,277,188,223
2021-09-30 23:24:34.457313,81,144,343,305,152,63,147,88,80,187,116,151,297,183,193
2021-10-01 23:24:34.457313,73,136,302,289,122,79,157,69,71,181,118,178,278,212,168
2021-10-02 23:24:34.457313,56,153,318,258,124,65,112,100,81,227,110,162,252,214,205
2021-10-03 23:24:34.457313,72,180,335,284,153,16,150,76,85,238,90,128,281,253,201
2021-10-04 23:24:34.457313,71,122,310,291,123,49,120,49,50,222,107,188,253,255,198
2021-10-05 23:24:34.457313,63,98,324,288,117,14,153,44,44,260,105,158,273,241,195
2021-10-06 23:24:34.457313,79,164,319,271,154,47,174,51,78,246,103,133,307,217,210
2021-10-07 23:24:34.457313,28,140,328,247,144,41,170,84,106,240,42,181,291,219,188
2021-10-08 23:24:34.457313,58,120,321,297,127,54,80,71,73,217,112,169,277,171,190
2021-10-09 23:24:34.457313,28,145,330,291,156,39,124,97,76,218,143,162,256,194,211
2021-10-10 23:24:34.457313,49,141,328,245,100,57,121,37,63,226,102,136,323,222,183
2021-10-11 23:24:34.457313,33,173,328,272,141,87,90,104,83,206,87,142,302,228,212
2021-10-12 23:24:34.457313,48,134,304,258,123,62,83,57,68,217,106,160,264,229,178
2021-10-13 23:24:34.457313,66,140,302,269,146,69,107,54,77,215,77,147,237,211,222
2021-10-14 23:24:34.457313,22,138,333,270,135,42,110,91,23,190,91,126,263,182,213
2021-10-15 23:24:34.457313,61,147,318,282,131,61,97,61,88,208,85,186,264,227,202
2021-10-16 23:24:34.457313,71,156,319,306,141,92,124,75,50,216,102,168,283,210,223
2021-10-17 23:24:34.457313,45,136,332,261,138,83,108,50,71,223,69,161,281,181,237
2021-10-18 23:24:34.457313,27,163,350,284,137,77,118,34,101,251,125,137,276,238,209
2021-10-19 23:24:34.457313,25,142,337,287,127,55,137,47,96,220,101,165,249,230,205
2021-10-20 23:24:34.457313,60,161,366,297,125,41,139,66,66,223,112,176,270,225,200
2021-10-21 23:24:34.457313,76,158,297,234,152,40,126,71,72,234,95,180,279,253,202
2021-10-22 23:24:34.457313,23,129,326,253,147,69,166,68,71,228,89,174,257,219,224
2021-10-23 23:24:34.457313,72,145,299,256,162,50,133,36,88,226,99,147,270,223,207
2021-10-24 23:24:34.457313,51,145,315,299,116,54,104,85,117,207,83,156,303,232,204
2021-10-25 23:24:34.457313,71,133,302,285,114,23,116,46,60,240,130,114,285,211,196
2021-10-26 23:24:34.457313,62,162,315,272,119,28,137,65,64,219,75,134,249,234,207
2021-10-27 23:24:34.457313,93,143,333,285,118,52,89,58,110,219,62,150,300,222,207
2021-10-28 23:24:34.457313,24,166,328,254,130,51,117,108,90,220,52,158,289,210,188
2021-10-29 23:24:34.457313,47,122,331,297,136,39,126,72,56,219,112,142,250,214,154
2021-10-30 23:24:34.457313,51,164,348,245,130,43,137,73,87,202,86,141,300,235,199
2021-10-31 23:24:34.457313,46,130,292,259,95,47,123,97,86,211,92,179,281,212,193
2021-11-01 23:24:34.457313,72,138,308,245,129,83,158,79,71,226,76,167,308,231,176
2021-11-02 23:24:34.457313,51,179,288,273,117,60,185,63,76,215,85,137,286,254,160
2021-11-03 23:24:34.457313,39,93,353,279,157,42,133,73,86,212,80,157,251,212,178
2021-11-04 23:24:34.457313,38,114,382,259,124,70,138,103,54,233,75,144,267,206,236
2021-11-05 23:24:34.457313,43,151,339,227,133,50,161,46,38,244,71,157,264,207,176
2021-11-06 23:24:34.457313,56,126,329,249,151,59,118,51,87,208,92,177,262,186,173
2021-11-07 23:24:34.457313,63,142,311,286,171,48,126,31,104,202,83,122,274,170,198
2021-11-08 23:24:34.457313,30,139,283,284,140,70,145,100,78,208,85,196,262,197,196
2021-11-09 23:24:34.457313,53,135,329,255,97,53,122,57,65,241,86,172,249,241,229
2021-11-10 23:24:34.457313,61,121,309,287,95,30,124,54,73,217,67,151,233,214,178
2021-11-11 23:24:34.457313,12,103,311,242,120,0,103,89,48,178,106,154,272,227,226
2021-11-12 23:24:34.457313,62,138,281,308,123,34,134,62,76,188,105,160,278,217,180
2021-11-13 23:24:34.457313,63,155,314,266,113,57,93,76,90,200,124,149,244,225,179
2021-11-14 23:24:34.457313,61,126,311,274,63,21,95,49,80,229,70,146,290,220,165
2021-11-15 23:24:34.457313,34,136,308,232,122,25,115,74,78,189,77,134,279,238,175
2021-11-16 23:24:34.457313,68,140,318,242,149,6,75,31,48,170,72,154,263,191,171
2021-11-17 23:24:34.457313,23,96,305,235,113,36,101,57,65,205,86,172,235,223,203
2021-11-18 23:24:34.457313,36,131,289,238,128,23,140,58,51,210,112,143,250,214,214
2021-11-19 23:24:34.457313,21,132,323,312,99,18,136,59,69,202,79,153,286,208,180
2021-11-20 23:24:34.457313,56,105,309,252,128,25,122,68,97,173,78,124,237,226,123
2021-11-21 23:24:34.457313,36,113,312,278,117,67,129,53,60,192,44,144,245,215,210
2021-11-22 23:24:34.457313,14,142,332,315,150,44,107,54,64,205,92,127,297,189,179
2021-11-23 23:24:34.457313,12,140,289,274,113,49,119,43,99,232,103,158,292,169,131
2021-11-24 23:24:34.457313,41,153,304,250,116,47,114,55,68,167,83,168,316,213,177
2021-11-25 23:24:34.457313,76,110,323,262,58,20,102,42,64,189,105,139,252,202,198
2021-11-26 23:24:34.457313,23,148,283,230,144,16,132,46,116,214,105,144,277,242,201
2021-11-27 23:24:34.457313,22,138,309,270,119,92,74,40,43,209,51,133,282,190,171
2021-11-28 23:24:34.457313,23,106,283,316,104,33,121,22,52,197,67,150,275,201,189
2021-11-29 23:24:34.457313,10,136,291,261,110,49,139,67,80,177,76,131,261,208,185
2021-11-30 23:24:34.457313,58,138,253,289,129,22,112,38,51,234,65,137,278,222,173
2021-12-01 23:24:34.457313,30,126,282,242,75,45,119,10,74,207,51,117,250,173,182
